transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned
tT98,2021-03-05,47438,2,C000610,2,0,0
tT99,2023-10-04,18768,1,C018143,4,0,0
tT1,2021-06-30,22424,3,C004289,2,0,0
tT11,2023-12-08,10364,5,C003700,4,0,0
tT12,2023-10-31,45999,5,C013615,2,10,0
tT13,2023-08-20,999,1,C004769,2,0,0
tT14,2020-05-26,19694,2,C011571,1,0,1
tT15,2023-06-01,5257,3,C019243,2,20,0
tT16,2023-07-24,24551,2,C013947,1,0,0
tT17,2020-12-16,5756,4,C024139,3,10,0
tT18,2022-12-29,10074,3,C016445,4,0,0
tT19,2024-02-02,7999,4,C001867,2,0,0
tT11,2021-05-16,37676,2,C009061,1,20,0
tT111,2020-11-30,11935,5,C014408,1,0,0
tT112,2022-08-04,22733,4,C001967,3,0,0
tT113,2022-02-16,11048,999,C000513,3,10,0
tT114,2021-07-06,18064,4,C014472,4,30,1
tT115,2023-08-03,175,1,C021497,4,NULL,0
tT116,2023-11-10,46361,3,C019107,3,0,0
tT117,2023-02-14,11631,3,C004613,1,0,1
tT118,2021-03-25,23526,1,C002657,1,0,0
tT119,2023-11-03,10269,2,C000877,1,0,0
tT12,2021-10-26,47765,4,C020900,4,0,0
tT121,2024-09-22,9258,3,C021365,4,0,0
tT122,2024-04-22,41064,2,C023659,2,30,0
tT123,2024-05-08,46225,1,C005929,3,0,0
tT124,2020-04-24,45311,2,C001070,1,0,0
tT125,2021-04-14,18808,5,C003791,3,20,0
tT126,2024-08-10,8867,1,C020044,3,10,0
tT127,2020-03-06,23071,1,C009765,4,0,0
tT128,2024-07-06,43070,3,C001560,1,0,0
tT129,2021-10-08,5797,1,C012462,2,0,0
tT13,2022-04-01,49759,2,C007923,3,10,0
tT131,2021-07-02,38916,2,C014419,1,0,0
tT132,2020-05-15,48881,5,C016277,3,0,0
tT133,2021-03-08,36566,3,C017449,1,0,0
tT134,2023-03-07,25195,4,C016960,2,10,0
tT135,2024-11-29,38211,1,C002850,4,0,1
tT136,2024-01-10,13491,3,C005569,1,0,0
tT137,2021-10-06,40519,1,C011146,2,30,0
tT138,2021-03-11,21436,1,C004850,1,0,0
tT139,2023-09-04,32090,2,C004346,4,0,0
tT14,2022-10-19,10896,5,C020138,2,0,0
tT141,2022-03-21,4366,3,C009661,4,10,0
tT142,2024-12-16,41982,1,C019570,1,0,0
tT143,2023-08-09,10596,5,C020810,4,10,0
tT144,2022-07-28,31824,4,C004233,3,0,0
tT145,2020-10-19,37145,2,C017825,4,0,0
tT146,2021-06-26,9104,2,C002704,3,10,0
tT147,2020-10-12,17843,2,C015373,4,10,0
tT148,2021-05-20,37175,2,C000300,1,10,0
tT149,2024-03-05,46313,5,C021177,1,0,1
tT15,2023-02-23,25562,5,C015504,2,0,0
tT151,2023-01-08,2241,4,C011680,2,0,0
tT152,2021-06-22,5085,3,C024628,3,0,0
tT153,2024-03-09,8642,3,C001033,1,0,0
tT154,2023-04-12,31588,2,C021494,3,10,0
tT155,2022-05-27,8216,2,C004556,1,30,0
tT156,2023-04-10,25587,4,C001883,4,0,0
tT157,2022-03-28,15124,4,C016863,4,0,0
tT158,2022-01-11,18718,2,C022101,4,10,0
tT159,2021-03-25,28980,1,C003163,3,0,0
tT16,2020-10-10,4322,5,C020617,4,0,0
tT161,2022-11-09,20504,1,NULL,4,0,0
tT162,2022-10-07,3319,1,C006702,1,10,0
tT163,2020-07-05,19788,2,C024880,1,NULL,0
tT164,2024-03-27,13122,2,C018761,4,0,0
tT165,2020-04-06,45932,3,C019176,1,0,0
tT166,2024-10-29,11962,2,C005725,4,0,1
tT167,2020-08-12,40976,2,C015179,3,20,0
tT168,2020-11-09,22340,2,C018902,1,20,0
tT169,2023-07-09,10595,4,C017938,3,10,0
tT17,2020-11-23,16425,2,C023986,1,0,0
tT171,2024-06-10,4334,4,C013044,4,0,0
tT172,2023-10-25,33285,4,C024393,3,0,1
tT173,2022-05-14,48340,1,C006874,2,0,0
tT174,2023-05-06,30796,2,C015400,2,0,1
tT175,2020-05-10,42607,3,C011265,1,10,1
tT176,2022-02-27,45553,3,C006481,3,0,0
tT177,2022-02-20,9591,1,C012633,4,0,0
tT178,2023-05-05,21337,2,C011612,4,0,0
tT179,2022-08-16,15948,5,NULL,3,NULL,0
tT18,2022-12-19,7626,1,C010681,3,10,0
tT181,2021-05-29,43166,2,C010142,3,0,0
tT182,2023-02-07,40414,2,C005660,2,20,0
tT183,2024-10-28,14756,2,C013356,1,10,0
tT184,2020-01-24,12722,1,C022596,3,0,0
tT185,2023-10-25,16745,1,C001405,4,10,1
tT186,2024-01-16,44270,5,C018359,4,NULL,0
tT187,2020-08-22,41283,1,C012740,2,0,1
tT188,2023-10-28,33158,4,C011826,4,0,0
tT189,2024-12-17,9921,4,C010946,3,0,0
tT19,2023-01-04,2933,3,C012810,1,0,0
tT191,2024-03-17,48624,3,C007205,1,30,0
tT192,2021-06-30,29924,3,NULL,4,0,0
tT193,2024-04-23,2724,2,C016454,2,0,0
tT194,2023-08-05,5108,5,C024577,2,0,0
tT195,2021-11-27,11231,2,C020086,4,10,0
tT196,2020-08-16,14523,2,C003212,2,0,0
tT197,2021-08-24,29837,3,C008130,4,20,0
tT198,2022-06-09,1961,4,C008338,1,0,0
tT199,2020-11-19,3358,1,C010484,1,0,1
tT2,2022-07-18,30229,1,C009063,3,0,0
tT21,2020-01-07,10742,4,C018516,3,10,0
tT22,2024-01-18,37588,1,C009568,3,10,0
tT23,2024-11-28,14633,3,C010856,2,0,0
tT24,2024-01-13,25605,5,C012141,3,20,0
tT25,2021-06-23,8412,1,C008894,2,0,0
tT26,2022-10-22,20071,2,C024310,4,0,1
tT27,2024-04-09,4427,1,C009713,2,0,0
tT28,2020-12-31,23520,5,C014530,2,0,0
tT29,2022-11-05,48749,2,C004097,2,0,0
tT21,2020-08-05,5857,4,C021535,1,0,0
tT211,2024-11-17,20556,3,NULL,1,0,0
tT212,2023-07-04,49247,3,C000441,3,10,0
tT213,2021-09-03,30654,1,C013244,3,10,1
tT214,2024-09-19,45525,2,C019068,1,0,0
tT215,2023-08-01,23565,999,C018205,3,0,0
tT216,2022-11-05,37793,2,C021528,1,0,0
tT217,2023-06-01,1905,1,C011218,2,NULL,0
tT218,2021-02-11,36938,1,C010342,3,0,0
tT219,2020-11-09,25231,5,C015134,4,30,0
tT22,2022-02-04,22763,3,C002184,4,0,0
tT221,2024-04-10,46361,3,C021070,4,0,0
tT222,2020-11-26,42994,2,C022674,2,10,0
tT223,2023-01-09,16312,2,C003293,2,0,0
tT224,2024-05-13,5745,2,C004238,4,0,0
tT225,2022-12-22,43650,4,C004248,1,0,0
tT226,2020-01-02,11862,5,C008190,1,0,0
tT227,2023-05-11,15014,3,C011843,3,10,0
tT228,2021-10-25,13761,4,C010340,2,0,0
tT229,2022-09-27,18902,5,C016645,4,0,0
tT23,2020-02-09,37959,5,C022619,1,0,0
tT231,2020-08-17,48205,4,C021075,2,0,0
tT232,2022-01-13,46950,2,C004290,2,0,0
tT233,2024-12-04,1626,4,C021455,2,10,0
tT234,2024-08-30,12444,5,C023626,4,30,0
tT235,2024-07-10,2080,2,C018096,2,0,0
tT236,2021-09-21,20297,3,C003009,1,10,0
tT237,2021-05-05,24906,5,C014229,4,0,0
tT238,2020-04-28,12969,4,C012828,3,0,0
tT239,2021-05-08,4919,1,C018869,3,NULL,0
tT24,2024-12-03,19206,2,C011081,2,0,0
tT241,2023-03-07,34280,4,C005582,4,30,0
tT242,2020-06-10,37360,4,C011882,2,0,0
tT243,2020-06-24,43662,3,C000804,1,30,0
tT244,2024-02-07,49325,1,C020544,3,10,0
tT245,2022-09-22,6784,1,C012370,3,0,0
tT246,2024-07-29,45494,2,C005178,1,10,0
tT247,2020-05-21,46582,5,C011447,2,10,0
tT248,2024-04-06,26042,5,C014103,1,10,0
tT249,2022-12-26,13863,1,C024603,3,20,0
tT25,2024-04-17,40707,2,C010365,1,0,0
tT251,2020-09-14,13624,4,C019069,4,0,0
tT252,2020-09-19,27950,1,C009287,4,0,0
tT253,2023-09-13,31159,1,NULL,1,0,0
tT254,2022-08-31,7477,2,C024903,1,20,0
tT255,2023-01-30,22447,1,C005745,4,NULL,0
tT256,2020-12-04,14761,4,C024911,2,10,0
tT257,2021-06-26,44899,3,C002355,4,0,0
tT258,2022-12-16,5960,5,C001642,4,10,0
tT259,2024-11-21,12490,5,C002611,2,0,0
tT26,2023-05-27,10914,3,C007439,3,0,1
tT261,2022-05-16,1032,1,C020574,1,10,1
tT262,2021-03-09,7574,3,C005479,4,10,0
tT263,2023-01-09,44134,5,C005182,2,10,1
tT264,2024-03-26,47588,3,C021645,4,10,0
tT265,2024-02-03,7960,5,C008714,2,0,0
tT266,2023-11-13,35220,3,C022501,1,0,1
tT267,2021-02-15,4721,1,NULL,2,0,0
tT268,2023-12-31,23727,3,C024115,2,0,0
tT269,2021-09-30,791,4,C023304,4,10,0
tT27,2022-03-28,39000,1,C000395,4,0,0
tT271,2023-10-07,38541,1,C010293,2,0,0
tT272,2023-08-23,22560,4,C023825,2,30,0
tT273,2022-02-03,36124,5,C016086,1,10,0
tT274,2022-06-16,12769,3,C021003,3,20,0
tT275,2022-11-25,5656,1,C010681,1,0,0
tT276,2022-07-13,31191,4,C008992,1,20,0
tT277,2020-09-04,28594,5,C024768,4,0,0
tT278,2021-05-22,20268,1,C000696,2,0,0
tT279,2021-04-05,47781,5,C003442,2,10,0
tT28,2020-05-11,15782,4,C020651,4,10,1
tT281,2021-11-23,8974,3,C024560,2,0,0
tT282,2020-02-13,46094,2,C016423,1,0,0
tT283,2023-04-19,5109,1,C013990,1,0,0
tT284,2023-02-08,21020,4,C009361,3,10,0
tT285,2021-04-16,5570,1,C024304,4,10,0
tT286,2023-04-20,27428,1,C020487,3,10,0
tT287,2021-03-27,49025,4,C001733,3,10,0
tT288,2020-01-15,12442,1,C021910,2,0,0
tT289,2020-05-25,44502,2,C003400,1,0,0
tT29,2023-12-20,8077,2,C010544,1,10,1
tT291,2023-07-16,29928,4,C017389,4,30,0
tT292,2020-04-30,17069,4,C015911,2,10,0
tT293,2021-04-13,12396,1,C021544,1,0,0
tT294,2020-05-18,1003,4,C009736,1,0,0
tT295,2020-03-05,24604,4,C000261,3,0,0
tT296,2024-10-26,17317,1,NULL,3,10,0
tT297,2021-11-07,36639,5,C016548,2,20,0
tT298,2020-05-25,20438,1,C021888,2,0,1
tT299,2022-11-18,16797,4,C020722,3,0,0
tT3,2021-05-02,31188,1,C013492,2,0,0
tT31,2021-07-24,26159,1,C010355,4,0,0
tT32,2023-10-02,37525,3,C000560,3,0,0
tT33,2022-09-21,40975,2,C024341,3,10,1
tT34,2021-03-14,1879,4,C003722,2,0,0
tT35,2023-01-09,24254,3,C003493,1,0,0
tT36,2020-09-27,4496,4,C004592,4,0,1
tT37,2024-01-21,35367,2,C021674,1,10,0
tT38,2024-12-12,28618,5,C016482,3,0,0
tT39,2023-03-15,40121,3,C006196,2,0,0
tT31,2023-03-26,19421,1,C022321,4,20,0
tT311,2022-08-26,39247,4,C021359,2,0,0
tT312,2021-05-12,24344,4,C015172,3,0,1
tT313,2024-05-25,31529,3,C007181,4,0,0
tT314,2022-08-26,47975,2,C017121,4,0,0
tT315,2024-07-11,32159,1,C006776,3,0,0
tT316,2022-04-13,20790,5,C000432,1,0,0
tT317,2021-01-24,10722,3,C008806,3,0,0
tT318,2020-07-12,46631,4,C012116,2,0,0
tT319,2020-07-17,49849,3,C007240,3,0,0
tT32,2023-09-11,34074,1,C007096,3,0,0
tT321,2022-06-01,40919,1,C019782,3,0,1
tT322,2021-12-26,1897,3,C019004,1,0,0
tT323,2022-05-17,26959,5,C021992,1,0,0
tT324,2022-04-21,39281,2,C014217,1,0,0
tT325,2022-08-14,5903,4,C004839,3,0,0
tT326,2024-11-04,40099,2,C003897,3,0,0
tT327,2024-02-02,2590,3,C018709,1,0,1
tT328,2020-04-20,49262,5,C003425,3,0,0
tT329,2023-10-11,41900,3,C012122,1,10,0
tT33,2023-08-31,43574,2,C005921,3,0,0
tT331,2023-08-16,39574,3,C001816,4,10,0
tT332,2020-07-20,3792,2,C015780,4,0,0
tT333,2020-05-04,41929,4,C007886,2,10,1
tT334,2022-04-04,17989,3,C006964,4,0,0
tT335,2024-01-31,16380,3,C012572,3,0,0
tT336,2021-11-25,29162,2,C002660,4,0,0
tT337,2024-06-27,42633,2,C018142,1,0,1
tT338,2024-10-30,41894,3,C007086,3,0,0
tT339,2020-08-11,24464,5,C001445,2,0,0
tT34,2021-05-24,4471,1,C014777,2,NULL,0
tT341,2021-01-27,26500,3,C008174,4,0,0
tT342,2021-01-24,4822,1,C000539,2,0,0
tT343,2023-01-03,26931,4,C004418,2,0,0
tT344,2022-07-07,38530,5,C015315,2,0,0
tT345,2020-10-14,1653,5,C022302,2,20,0
tT346,2022-05-14,41302,2,C005594,3,0,0
tT347,2021-01-10,42565,3,NULL,1,0,0
tT348,2021-07-24,8901,1,C021261,2,0,0
tT349,2022-08-05,13609,3,C023673,2,20,1
tT35,2021-05-26,10231,5,C010196,4,0,0
tT351,2024-11-25,34976,5,C024678,4,10,0
tT352,2020-06-03,1923,4,C002062,2,10,0
tT353,2022-06-26,38416,3,C019226,1,10,0
tT354,2024-07-12,30626,2,C005183,2,20,0
tT355,2024-10-30,35917,2,C013550,3,0,0
tT356,2024-10-19,35492,2,NULL,2,10,0
tT357,2023-02-01,5300,2,C012928,4,20,0
tT358,2020-07-19,32254,4,C024769,3,0,0
tT359,2020-04-13,4584,3,C016012,3,20,0
tT36,2023-08-28,27400,1,C003856,4,0,0
tT361,2023-01-12,5776,5,C017717,2,0,0
tT362,2024-09-08,40819,2,C024886,4,NULL,0
tT363,2020-01-31,26028,5,C007526,1,0,0
tT364,2020-07-10,49627,5,C001601,2,30,0
tT365,2024-03-23,13559,5,C002021,3,0,0
tT366,2024-10-04,33713,5,C017086,2,20,0
tT367,2021-04-29,33527,5,C009682,3,0,0
tT368,2020-12-06,43345,4,C002480,1,20,1
tT369,2022-04-12,22980,1,C016376,4,20,0
tT37,2022-09-21,15104,1,C008068,1,0,0
tT371,2022-09-12,15276,3,C013351,2,20,0
tT372,2021-03-13,8206,3,C007570,2,0,0
tT373,2024-11-05,4623,5,C010206,1,10,0
tT374,2022-04-01,33506,5,C022589,3,20,0
tT375,2020-04-30,8584,3,C015014,2,10,0
tT376,2020-12-03,42238,2,C019521,4,0,0
tT377,2022-02-15,12444,1,C022847,1,0,0
tT378,2020-01-05,27648,1,C016827,4,10,0
tT379,2022-03-10,41319,5,C003537,1,0,0
tT38,2021-06-27,36725,4,C004479,2,NULL,0
tT381,2024-05-24,17075,2,C003517,1,0,0
tT382,2024-05-26,20437,4,C010411,3,10,1
tT383,2022-07-20,16523,5,C014559,1,0,0
tT384,2021-08-07,13587,5,C010084,3,0,0
tT385,2022-05-16,27418,3,NULL,2,0,0
tT386,2023-11-27,9214,999,C009411,2,0,0
tT387,2024-02-05,37507,3,C010743,4,0,0
tT388,2024-05-23,30075,5,C012079,2,0,0
tT389,2023-02-12,44746,4,C009691,3,0,0
tT39,2023-09-17,31680,4,C009751,4,10,0
tT391,2024-01-11,48267,5,C023126,3,30,0
tT392,2022-09-23,33362,4,C000100,2,10,0
tT393,2020-11-13,12720,3,C008868,1,NULL,1
tT394,2021-01-23,40282,2,C019809,1,20,0
tT395,2021-08-30,14753,4,C023627,2,0,1
tT396,2021-03-21,15796,3,C016054,3,0,0
tT397,2020-04-29,44903,1,C004345,4,0,0
tT398,2023-04-01,27945,1,C011311,3,0,0
tT399,2024-02-15,46490,1,C022274,4,0,0
tT4,2023-01-15,5023,5,C011459,3,20,0
tT41,2020-05-04,40562,5,C016436,4,0,0
tT42,2024-03-11,12644,1,C010326,4,0,0
tT43,2021-10-04,5372,2,C002151,2,20,0
tT44,2020-04-27,8370,3,C003869,3,0,0
tT45,2020-04-12,2922,4,C023365,3,0,0
tT46,2023-04-11,8515,4,C023441,4,30,0
tT47,2022-09-03,24410,5,C000114,2,0,0
tT48,2022-10-26,432,5,C002558,2,30,1
tT49,2024-10-12,34764,4,C016988,4,0,0
tT41,2022-12-23,39687,1,C020726,4,10,0
tT411,2020-11-18,28012,5,C007774,2,0,0
tT412,2020-04-26,988,5,C021868,4,0,0
tT413,2022-11-06,22984,3,C016090,1,0,0
tT414,2020-06-13,41402,4,C018196,1,0,1
tT415,2024-10-09,49252,4,C021322,2,0,0
tT416,2021-01-15,47043,3,C011542,2,0,0
tT417,2020-05-20,21430,4,C005661,1,0,0
tT418,2023-05-03,49311,3,C022226,4,0,0
tT419,2020-05-19,26771,2,C012585,4,0,0
tT42,2023-10-14,44299,2,C024104,4,0,0
tT421,2024-10-31,33867,2,C020217,2,0,0
tT422,2021-04-26,48227,1,NULL,1,0,1
tT423,2022-04-06,2288,4,C000204,3,10,1
tT424,2020-09-02,6918,5,C000805,4,NULL,0
tT425,2024-12-28,11772,5,C022369,4,10,0
tT426,2023-03-12,6302,1,C021707,3,0,0
tT427,2021-05-19,45305,1,C017180,3,10,0
tT428,2023-03-31,34577,2,C012176,1,0,0
tT429,2023-05-02,32298,2,C007464,3,NULL,0
tT43,2020-03-22,27816,4,C020530,4,30,0
tT431,2023-06-22,29345,1,C000131,4,10,0
tT432,2020-06-16,37512,5,C014587,2,NULL,0
tT433,2022-05-08,1994,1,C005573,3,0,0
tT434,2023-09-08,19963,3,C015868,4,10,0
tT435,2023-04-10,41764,1,C000103,2,0,1
tT436,2023-03-03,24880,4,C022211,2,NULL,0
tT437,2022-12-06,18936,5,C024222,4,NULL,0
tT438,2021-10-09,19960,2,C012896,3,0,0
tT439,2021-06-18,17274,3,C014141,2,0,0
tT44,2021-02-22,42691,999,C018648,3,20,0
tT441,2023-10-03,41365,5,C021231,2,0,0
tT442,2024-01-06,36100,1,C013903,4,0,0
tT443,2021-10-05,40475,3,C000257,2,0,0
tT444,2021-05-03,9991,2,C015189,4,0,0
tT445,2021-06-27,13267,4,C016294,3,NULL,0
tT446,2022-03-21,1397,1,C002924,2,0,0
tT447,2020-09-25,24366,4,C023987,2,0,0
tT448,2023-10-07,7702,3,C014746,1,10,0
tT449,2023-08-14,9326,3,C010265,1,0,0
tT45,2021-09-06,15529,3,C017334,4,10,1
tT451,2022-07-25,27858,1,C005748,3,0,0
tT452,2021-10-09,32356,1,C012426,4,0,0
tT453,2024-03-19,31762,1,C018549,3,20,0
tT454,2020-05-28,37385,1,C022060,2,NULL,1
tT455,2020-01-20,41145,3,C021453,4,0,0
tT456,2022-07-27,46612,4,C019309,1,20,0
tT457,2023-06-26,47650,5,C000522,1,0,1
tT458,2023-02-27,28535,2,C006757,4,0,1
tT459,2020-07-23,29592,5,C018812,2,30,0
tT46,2020-05-30,37263,5,C014154,3,20,0
tT461,2023-01-06,6865,4,C008093,1,0,0
tT462,2021-03-12,16789,2,C019129,3,30,0
tT463,2022-11-02,16499,3,C024159,3,0,0
tT464,2021-06-27,45474,2,C000775,4,10,0
tT465,2020-09-28,48988,1,C012909,3,0,0
tT466,2021-12-15,25438,1,C003403,3,0,0
tT467,2024-12-09,46528,1,C023665,4,0,1
tT468,2020-05-20,26574,2,C002917,3,0,0
tT469,2024-12-05,40141,4,C019735,3,0,0
tT47,2021-05-15,20832,3,C004437,2,0,0
tT471,2022-01-26,2032,5,C017648,1,0,0
tT472,2021-08-06,39045,4,C010381,3,0,0
tT473,2020-11-19,40246,3,C002497,3,10,0
tT474,2022-06-16,7397,5,C022402,1,0,1
tT475,2024-09-03,29660,3,C023517,1,0,0
tT476,2023-01-17,26296,3,C008835,3,0,0
tT477,2023-12-11,4294,4,C022496,1,0,0
tT478,2021-09-11,22282,2,NULL,1,10,0
tT479,2023-06-06,21498,2,C015974,3,20,0
tT48,2024-07-10,27751,3,C003152,1,30,0
tT481,2023-09-01,14035,2,C007098,4,10,0
tT482,2022-12-19,21799,1,C016144,2,30,1
tT483,2020-01-17,5348,2,C017018,3,0,0
tT484,2023-09-29,8820,1,C012656,2,0,0
tT485,2024-07-31,44971,2,C006150,4,10,0
tT486,2023-02-09,46296,4,C012076,2,0,0
tT487,2021-09-05,9847,1,C024013,1,0,0
tT488,2023-09-20,24873,2,C008123,1,20,0
tT489,2020-07-31,16551,2,C010919,4,0,0
tT49,2024-12-03,31861,3,C003018,1,20,0
tT491,2020-10-02,8708,1,C021085,2,10,0
tT492,2021-06-25,13333,2,C006821,4,0,0
tT493,2020-08-24,38693,1,NULL,3,10,0
tT494,2024-12-27,5825,3,C012965,2,0,0
tT495,2020-08-07,11867,2,C003116,2,10,0
tT496,2024-02-29,41144,4,C000238,4,0,0
tT497,2023-02-07,12308,3,C019253,2,20,1
tT498,2020-11-14,47508,1,C014251,4,0,0
tT499,2021-07-11,47789,5,C020515,1,0,0
tT5,2021-07-31,39870,1,C002893,1,10,0
tT51,2023-05-23,9945,3,C022987,2,0,0
tT52,2021-03-07,27403,5,C006058,2,0,0
tT53,2024-01-09,49071,5,C023480,4,0,0
tT54,2021-12-03,42935,4,C011507,4,10,0
tT55,2021-02-20,20258,1,C015217,1,0,1
tT56,2023-11-08,20456,3,C018413,4,10,0
tT57,2023-07-22,30381,5,C016955,4,0,0
tT58,2024-10-12,559,2,C007946,2,0,0
tT59,2021-06-24,20822,2,C006597,2,0,0
tT51,2022-11-01,7429,5,C013243,4,0,0
tT511,2022-09-27,41111,4,C020228,2,0,0
tT512,2021-05-29,8198,4,C019095,4,20,0
tT513,2024-09-28,15239,2,C014827,2,0,1
tT514,2020-04-14,47084,5,C021590,2,30,0
tT515,2020-07-08,13377,1,C016894,4,0,0
tT516,2023-07-23,35541,4,C010772,2,20,0
tT517,2022-05-17,20784,3,C014488,1,10,1
tT518,2024-08-25,30715,4,C011590,4,0,0
tT519,2021-07-20,46300,2,C014142,3,0,0
tT52,2020-03-31,46110,4,C008167,1,30,0
tT521,2020-01-08,19186,1,NULL,4,30,0
tT522,2021-11-14,40344,2,C010180,3,0,0
tT523,2024-04-28,36674,3,C021191,3,0,0
tT524,2020-09-24,13723,1,C005912,2,0,0
tT525,2023-07-28,38648,4,C000928,2,0,0
tT526,2021-06-20,17028,2,C023066,2,30,0
tT527,2020-11-26,31273,4,C000333,1,20,0
tT528,2024-02-27,30980,1,C016716,3,10,0
tT529,2022-06-23,5930,5,C008046,1,0,0
tT53,2023-02-03,41600,2,C018690,1,30,0
tT531,2023-12-16,9550,5,C022141,2,10,0
tT532,2022-05-25,22763,5,C016851,1,10,0
tT533,2023-02-22,27508,1,C015167,1,0,1
tT534,2020-01-20,39469,4,C016690,4,0,0
